Sampling_Date,Year,Month,Season,Operator,CO2_trtmt,Ring,Block,Collar_Unique_ID,SampleTrackerNo,TFUcorr_Final_CH4_flux,TFUcorr_Final_CO2_flux,TFUcorr_Final_N2O_flux,Final_CH4_MDF,Final_CO2_MDF,Final_N2O_MDF
11/06/2013,2013,Jun,Autumn,Yui,Ambient,3,2,3.5,3102,-7.163,62.91,6.307,10.337,4.087,4.237
11/06/2013,2013,Jun,Autumn,Yui,Ambient,3,2,3.6,3103,-12.097,74.133,2.953,10.304,4.074,4.224
11/06/2013,2013,Jun,Autumn,Yui,Ambient,3,2,3.7,3104,-23.449,74.483,2.056,10.045,3.972,4.117
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4,3105,-8.58,73.921,-0.772,10.658,4.214,4.369
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.1,3106,-14.902,86.023,5.608,10.987,4.344,4.504
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.3,3107,-24.605,64.422,4.645,9.942,3.931,4.075
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.4,3108,-17.408,59.969,4.847,10.542,4.168,4.321
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.5,3109,-17.754,83.489,2.408,10.495,4.15,4.302
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.6,3110,-8.889,54.89,2.814,11.047,4.368,4.528
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,4,2,4.7,3111,-9.196,35.738,5.911,9.913,3.92,4.063
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5,3112,-18.416,31.978,3.288,10.033,3.967,4.113
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.1,3113,-14.776,55.787,9.502,10.263,4.058,4.207
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.2,3114,-24.11,,27.105,10.497,4.151,4.303
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.3,3115,-0.988,61.023,6.763,10.629,4.203,4.357
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.4,3116,-16.218,83.702,7.346,10.68,4.223,4.378
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.5,3117,-18.505,69.115,2.367,10.111,3.998,4.144
11/06/2013,2013,Jun,Autumn,Pankaj,Elevated,5,3,5.6,3118,-14.225,72.811,4.954,10.614,4.197,4.351
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.1,3119,-29.288,89.128,10.229,10.841,4.287,4.444
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.2,3120,-27.917,80.3,14.489,10.682,4.224,4.379
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.3,3121,-22.72,32.575,4.163,10.361,4.097,4.247
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.4,3122,-3.239,54.708,10.444,10.955,4.332,4.491
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.5,3123,-18.872,80.143,6.836,11.155,4.411,4.573
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.6,3124,-3.645,76.462,24.604,10.577,4.182,4.336
11/06/2013,2013,Jun,Autumn,Pankaj,Ambient,6,3,6.7,3125,-14.346,62.222,7.55,10.52,4.16,4.312
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1,3270,-4.545,64.74,-5.799,10.545,4.17,4.323
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.1,3271,12.966,77.634,6.007,10.194,4.031,4.179
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.2,3272,1.869,81.316,1.901,9.861,3.899,4.042
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.4,3273,8.734,90.77,7.073,10.448,4.131,4.283
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.5,3274,5.137,103.902,8.611,10.518,4.159,4.312
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.6,3275,-4.5,50.438,-1.66,11.147,4.408,4.569
05/07/2013,2013,Jul,Winter,Loic,Elevated,1,1,1.7,3276,-6.048,88.195,1.207,10.385,4.106,4.257
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2,3277,-14.753,63.223,0.775,10.693,4.228,4.383
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.1,3278,-8.32,94.329,3.387,10.579,4.183,4.336
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.2,3279,-7.457,68.007,-4.294,9.687,3.83,3.971
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.3,3280,-6.296,58.087,3.655,10.691,4.227,4.382
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.5,3281,-15.03,65.972,5.672,10.807,4.273,4.43
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.6,3282,-11.572,64.261,1.432,10.764,4.256,4.412
05/07/2013,2013,Jul,Winter,Yui,Ambient,2,1,2.7,3283,-5.893,105.542,14.272,10.493,4.149,4.301
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3,3284,-10.222,81.927,-1.994,10.264,4.058,4.207
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.1,3285,-11.476,84.653,4.299,10.071,3.982,4.128
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.2,3286,-5.183,78.54,0.712,10.598,4.191,4.344
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.4,3287,-11.238,69.172,3.447,10.465,4.138,4.289
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.5,3288,-9.853,73.115,-0.083,10.38,4.104,4.255
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.6,3289,-11.83,77.937,2.351,10.315,4.078,4.228
05/07/2013,2013,Jul,Winter,Yui,Ambient,3,2,3.7,3290,-9.529,73.413,-0.547,10.104,3.995,4.142
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4,3291,-24.38,106.041,3.012,10.543,4.169,4.322
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.1,3292,2.539,85.588,7.102,10.945,4.328,4.487
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.3,3293,-4.033,62.65,3.087,9.87,3.903,4.046
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.4,3294,-9.42,44.401,7.603,10.549,4.171,4.324
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.5,3295,-4.62,72.965,6.084,10.502,4.153,4.305
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.6,3296,-12.828,106.055,3.759,10.983,4.343,4.502
05/07/2013,2013,Jul,Winter,Yui,Elevated,4,2,4.7,3297,-9.038,59.282,7.004,9.835,3.889,4.031
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5,3298,-6.051,52.106,6.021,9.898,3.914,4.057
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.1,3299,-18.127,68.731,4.843,10.105,3.995,4.142
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.2,3300,-13.711,93.914,17.024,10.399,4.112,4.263
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.3,3301,-2.552,72.409,-1.667,10.504,4.153,4.306
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.4,3302,-10.017,81.897,0.236,10.544,4.169,4.322
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.5,3303,-14.18,59.281,-1.09,9.975,3.944,4.089
05/07/2013,2013,Jul,Winter,Loic,Elevated,5,3,5.6,3304,-1.15,62.61,13.865,10.515,4.158,4.31
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.1,3305,-11.403,94.081,32.54,10.551,4.172,4.325
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.2,3306,-3.04,100.359,43.506,10.389,4.108,14.699
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.3,3307,-8.237,83.908,11.291,10.039,3.97,4.115
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.4,3308,-6.445,76.071,8.823,10.683,4.224,4.379
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.5,3309,-8.088,93.138,4.058,10.878,4.301,4.459
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.6,3310,0.042,96.134,15.722,10.161,4.018,4.165
05/07/2013,2013,Jul,Winter,Loic,Ambient,6,3,6.7,3311,-9.094,75.595,4.084,10.203,4.034,4.182
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1,3360,7.174,180.558,3.338,10.424,4.122,4.273
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.1,3361,7.08,181.6,0.684,10.066,3.98,4.126
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.2,3362,-8.585,204.945,4.714,9.784,3.869,4.01
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.4,3363,-9.881,190.699,7.072,10.342,4.089,4.239
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.5,3364,-17.384,183.422,8.173,10.468,4.139,4.291
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.6,3365,-21.573,179.578,10.283,10.954,4.331,4.49
06/08/2013,2013,Aug,Winter,Catarina,Elevated,1,1,1.7,3366,-5.455,232.546,8.761,10.185,4.027,4.175
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2,3367,-16.921,201.762,12.688,10.461,4.136,4.288
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.1,3368,1.733,260.439,4.743,10.364,4.098,4.248
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.2,3369,-14.045,155.899,7.191,9.536,3.771,3.909
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.3,3370,-3.741,233.017,10.074,10.521,4.16,4.313
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.5,3371,-16.589,154.304,2.079,10.551,4.172,4.325
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.6,3372,,,,36.4,14.393,14.921
06/08/2013,2013,Aug,Winter,Loic,Ambient,2,1,2.7,3373,2.681,287.469,16.492,10.408,4.115,4.266
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3,3374,15.265,-30.843,0.277,10.09,3.99,4.136
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.1,3375,-66.385,46.642,,9.921,3.923,4.067
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.2,3376,-13.836,182.424,4.035,10.447,4.131,4.282
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.4,3377,-18.768,223.847,3.597,10.319,4.08,4.23
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.5,3378,-10.035,196.892,3.349,10.228,4.044,4.193
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.6,3379,-33.716,216.759,-2.404,10.161,4.018,4.165
06/08/2013,2013,Aug,Winter,Loic,Ambient,3,2,3.7,3380,-32.452,170.68,-2.693,10,3.954,4.099
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4,3381,-14.55,248.498,6.586,10.647,4.21,4.364
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.1,3382,-3.242,254.384,7.115,10.975,4.34,4.499
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.3,3383,-6.073,182.841,9.03,9.915,3.92,4.064
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.4,3384,-11.095,171.438,-1.536,10.527,4.163,4.315
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.5,3385,-18.776,238.134,15.224,10.492,4.148,4.301
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.6,3386,-19.36,242.676,7.85,10.96,4.334,4.493
06/08/2013,2013,Aug,Winter,Loic,Elevated,4,2,4.7,3387,-4.022,195.318,2.877,9.913,3.92,4.063
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5,3388,-29.77,158.832,0.953,9.861,3.899,4.042
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.1,3389,-39.234,198.254,-1.734,10.036,3.968,4.114
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.2,3390,-27.85,205.396,7.41,10.223,4.042,4.19
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.3,3391,-25.709,225.252,4.131,10.468,4.139,4.291
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.4,3392,-28.897,202.576,0.168,10.447,4.131,4.282
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.5,3393,-42.231,265.01,0.363,9.833,3.888,4.031
06/08/2013,2013,Aug,Winter,Catarina,Elevated,5,3,5.6,3394,-36.129,172.987,5.952,10.414,4.118,4.269
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.1,3395,-34.233,248.772,7.377,10.547,4.17,4.323
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.2,3396,-22.53,303.491,23.802,10.4,4.112,4.263
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.3,3397,-42.371,231.389,-0.625,10.032,3.967,4.112
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.4,3398,-19.132,248.018,9.789,10.581,4.184,4.337
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.5,3399,-27.728,259.285,10.61,10.774,4.26,4.416
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.6,3400,-8.79,260.837,11.888,10.209,4.037,4.185
06/08/2013,2013,Aug,Winter,Catarina,Ambient,6,3,6.7,3401,,,,35.311,13.962,14.474
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1,3540,-7.105,79.017,3.166,10.132,4.006,4.153
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.1,3541,-39.941,27.086,0.332,10.052,3.975,4.12
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.2,3542,-43.188,42.223,,9.737,3.85,3.991
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.4,3543,-35.818,58.685,-0.543,10.255,4.055,4.204
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.5,3544,-35.26,48.899,4.102,10.408,4.115,4.266
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.6,3545,-60.32,44.768,1.887,11.014,4.355,4.515
03/09/2013,2013,Sep,Winter,Catarina,Elevated,1,1,1.7,3546,-33.747,35.872,2.669,10.255,4.055,4.203
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2,3547,-25.761,41.075,4.567,10.349,4.092,4.242
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.1,3548,-20.197,53.727,2.191,10.249,4.052,4.201
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.2,3549,-35.599,37.635,2.098,9.498,3.755,3.893
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.3,3550,-20.671,45.182,5.27,10.451,4.132,4.284
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.5,3551,-31.519,41.681,-0.756,10.47,4.14,4.292
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.6,3552,-18.218,36.69,1.99,10.468,4.139,4.291
03/09/2013,2013,Sep,Winter,Loic,Ambient,2,1,2.7,3553,-25.709,60.628,2.601,10.342,4.089,4.239
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3,3554,-40.012,66.507,0.081,9.918,3.922,4.066
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.1,3555,-45.148,61.542,-2.66,9.697,3.834,3.975
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.2,3556,-50.054,63.033,-2.738,10.279,4.064,4.213
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.4,3557,-29.914,53.822,,10.187,4.028,4.176
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.5,3558,-39.304,56.896,-2.478,10.159,4.017,4.164
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.6,3559,-50.381,65.594,0.157,10.062,3.978,4.124
03/09/2013,2013,Sep,Winter,Loic,Ambient,3,2,3.7,3560,-42.34,80.887,2.031,9.796,3.873,4.016
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4,3561,-55.466,79.372,-0.231,10.525,4.162,4.314
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.1,3562,-38.551,82.229,-2.97,10.721,4.239,4.395
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.3,3563,-31.161,25.61,1.822,9.817,3.882,4.024
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.4,3564,-28.559,76.499,-0.052,10.424,4.122,4.273
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.5,3565,-48.189,80.372,-5.06,10.353,4.093,4.244
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.6,3566,-57.806,88.686,-7.221,10.889,4.306,4.464
03/09/2013,2013,Sep,Winter,Loic,Elevated,4,2,4.7,3567,-42.307,65.315,9.204,9.768,3.862,4.004
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5,3568,-33.672,58.633,0.456,9.801,3.875,4.017
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.1,3569,-48.872,80.197,1.748,9.944,3.932,4.076
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.2,3570,-55.213,85.655,-0.281,10.096,3.992,4.138
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.3,3571,-45.065,90.739,5.068,10.014,3.959,4.105
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.4,3572,-38.032,113.464,,10.433,4.125,14.76
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.5,3573,-25.422,95.467,,9.86,3.899,13.95
03/09/2013,2013,Sep,Winter,Catarina,Elevated,5,3,5.6,3574,-54.904,100.087,,10.284,4.066,14.55
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.1,3575,-52.721,104.496,,10.359,4.096,14.655
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.2,3576,-40.475,139.684,,10.214,4.039,14.451
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.3,3577,-49.564,111.198,17.164,9.871,3.903,4.046
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.4,3578,-46.167,99.652,6.536,10.379,4.104,4.254
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.5,3579,-56.51,106.668,2.132,10.568,4.179,4.332
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.6,3580,-30.258,125.161,6.514,9.991,3.95,4.095
03/09/2013,2013,Sep,Winter,Catarina,Ambient,6,3,6.7,3581,-41.586,95.278,0.071,10.044,3.972,4.117
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1,4125,-17.305,48.739,-4.068,10.206,4.036,4.184
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.1,4126,-22.106,43.592,-1.488,9.891,3.911,4.054
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.2,4127,-25.4,45.049,1.518,9.598,3.795,3.934
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.4,4128,-23.214,57.578,2.986,10.052,3.975,4.121
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.5,4129,-41.891,53.188,-2.458,10.262,4.058,4.206
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.6,4130,-30.664,44.051,,10.83,4.282,4.439
02/10/2013,2013,Oct,Spring,Pankaj,Elevated,1,1,1.7,4131,-23.072,54.444,-2.317,10.182,4.026,4.174
